transaction_id,product_category,price,quantity,customer_city,customer_age,discount_applied,target_purchased
604,Clothing,56.39,8,Chicago,29,1,1
605,Sports,26.1,5,New York,66,0,1
606,Books,254.59,4,Los Angeles,30,0,1
607,Clothing,304.3,5,Chicago,36,1,0
608,Clothing,40.62,4,Chicago,61,0,0
609,Sports,363.4,3,Chicago,65,0,1
610,Books,122.89,5,Houston,42,1,0
611,Sports,345.75,4,Phoenix,48,0,1
612,Home,491.13,1,New York,54,0,0
613,Clothing,348.64,3,Phoenix,42,0,1
614,Sports,442.76,8,Phoenix,33,0,0
615,Clothing,474.62,7,Phoenix,55,1,1
616,Books,248.51,2,Chicago,60,1,0
617,Electronics,354.14,1,Phoenix,66,0,1
618,Sports,427.46,3,Houston,40,1,0
619,Sports,184.74,5,Los Angeles,31,1,0
620,Clothing,138.08,1,Chicago,23,1,1
621,Books,473.83,3,New York,42,0,0
622,Home,365.89,3,Los Angeles,40,0,0
623,Books,117.64,5,Los Angeles,60,1,0
624,Sports,230.05,3,Los Angeles,29,1,0
625,Home,400.26,9,Phoenix,30,0,0
626,Books,278.06,1,Phoenix,53,1,1
627,Electronics,328.48,4,Chicago,56,0,1
628,Clothing,379.35,4,Phoenix,51,1,0
629,Books,314.78,1,Phoenix,23,0,1
630,Books,274.64,2,Phoenix,55,0,0
631,Electronics,377.31,1,Chicago,67,0,1
632,Sports,366.51,6,Chicago,69,0,0
633,Clothing,318.64,3,Houston,57,1,0
634,Books,186.3,7,Houston,25,0,0
635,Home,208.85,5,Houston,25,1,0
636,Books,485.51,9,Houston,57,0,1
637,Clothing,65.07,7,Los Angeles,50,0,1
638,Books,141.57,4,Los Angeles,51,1,1
639,Electronics,251.28,5,Houston,61,1,0
640,Books,420.0,5,Houston,32,1,1
641,Books,90.2,5,New York,53,0,1
642,Home,145.71,9,Los Angeles,52,0,0
643,Electronics,42.24,3,New York,63,1,0
644,Electronics,355.93,6,New York,39,0,0
645,Books,126.72,8,Phoenix,40,1,1
646,Home,200.45,9,Chicago,57,0,1
647,Books,227.41,7,Los Angeles,62,0,0
648,Books,446.74,3,Houston,68,0,1
649,Clothing,211.55,1,Houston,39,1,0
650,Clothing,81.16,4,Chicago,22,0,1
651,Home,266.91,6,Los Angeles,48,1,0
652,Sports,481.85,3,Houston,30,1,1
653,Clothing,307.77,1,Houston,45,0,1
654,Sports,491.86,6,Phoenix,37,1,1
655,Electronics,422.14,1,New York,50,1,0
656,Clothing,27.62,9,Houston,33,0,0
657,Clothing,332.62,1,Los Angeles,46,1,0
658,Home,150.52,6,Chicago,40,1,1
659,Sports,284.21,1,Phoenix,41,0,0
660,Clothing,146.88,7,Los Angeles,51,0,1
661,Clothing,180.95,3,Phoenix,24,0,0
662,Home,462.35,6,New York,55,1,0
663,Home,111.26,7,Houston,54,1,1
664,Sports,438.31,1,Los Angeles,21,0,1
665,Electronics,24.92,1,Chicago,51,1,0
666,Electronics,54.53,5,New York,59,0,0
667,Books,428.79,6,New York,39,0,1
668,Clothing,318.97,9,Phoenix,22,0,1
669,Sports,376.15,1,New York,67,1,0
670,Clothing,112.61,4,Los Angeles,59,1,1
671,Sports,273.17,8,Phoenix,40,0,0
672,Sports,371.24,9,New York,32,0,0
673,Sports,317.38,3,Chicago,48,1,0
674,Clothing,241.13,2,Los Angeles,26,0,1
675,Home,480.29,4,Chicago,60,1,0
676,Clothing,341.32,2,Chicago,42,0,0
677,Sports,454.8,1,Phoenix,42,0,1
678,Books,367.59,3,Houston,66,1,1
679,Electronics,370.38,7,Phoenix,38,1,1
680,Sports,49.21,1,Los Angeles,26,1,0
681,Books,186.14,2,Los Angeles,65,1,1
682,Home,430.6,1,Phoenix,55,1,1
683,Sports,123.98,8,Houston,39,0,0
684,Books,66.6,5,Phoenix,60,0,0
685,Sports,169.79,8,Los Angeles,40,1,0
686,Clothing,118.01,3,Houston,66,1,0
687,Books,463.39,7,Los Angeles,21,0,1
688,Clothing,435.3,8,Houston,46,0,0
689,Clothing,254.84,6,Houston,32,1,1
690,Books,40.06,7,Phoenix,18,1,0
691,Electronics,360.14,2,Phoenix,47,0,0
692,Books,315.47,8,Phoenix,46,1,1
693,Electronics,485.57,5,Houston,37,0,1
694,Sports,283.89,7,Houston,50,0,1
695,Sports,174.83,1,Los Angeles,58,1,0
696,Books,264.32,5,Chicago,61,0,0
697,Sports,489.84,1,Phoenix,53,0,1
698,Home,351.22,8,Los Angeles,39,0,1
699,Clothing,339.27,4,Los Angeles,30,1,0
700,Clothing,127.93,4,New York,24,0,1
701,Electronics,374.37,2,Phoenix,25,1,1
702,Sports,377.63,5,Los Angeles,45,0,0
703,Electronics,165.47,1,New York,62,0,1
704,Clothing,247.02,9,Phoenix,60,0,0
705,Clothing,154.36,5,Houston,26,0,0
706,Sports,136.77,6,New York,42,0,0
707,Home,22.69,2,Houston,33,1,1
708,Home,149.75,1,Chicago,27,1,1
709,Sports,281.45,4,Chicago,28,0,1
710,Sports,10.78,7,Chicago,48,1,1
711,Electronics,148.78,6,Chicago,29,1,0
712,Sports,441.89,1,Los Angeles,48,0,0
713,Home,300.89,1,Chicago,31,1,1
714,Sports,307.85,8,Los Angeles,68,1,1
715,Electronics,207.65,4,Los Angeles,61,1,1
716,Electronics,341.47,5,Phoenix,49,1,1
717,Electronics,103.07,7,Los Angeles,67,0,0
718,Electronics,411.19,8,Los Angeles,34,1,1
719,Books,67.18,7,Chicago,52,0,0
720,Sports,331.44,2,Los Angeles,18,0,1
721,Clothing,177.16,4,Houston,46,1,1
722,Sports,376.28,1,Chicago,68,0,1
723,Books,279.38,9,New York,21,1,0
724,Electronics,231.65,3,Chicago,40,0,1
725,Books,93.02,3,Los Angeles,45,1,0
726,Home,322.04,9,Houston,33,1,0
727,Home,487.64,3,Chicago,29,0,1
728,Sports,414.55,8,Houston,38,1,0
729,Sports,39.4,2,New York,62,1,0
730,Clothing,194.35,3,New York,34,1,0
731,Clothing,463.54,2,Phoenix,57,1,1
732,Home,256.49,1,Phoenix,30,0,0
733,Electronics,334.43,2,Chicago,69,0,0
734,Books,457.17,8,Phoenix,49,0,1
735,Clothing,438.16,9,Houston,54,1,1
736,Clothing,255.89,2,Phoenix,67,0,0
737,Electronics,224.45,7,Houston,32,1,0
738,Electronics,176.45,5,Phoenix,29,1,0
739,Sports,362.32,3,Phoenix,66,1,0
740,Books,150.62,9,Phoenix,32,0,1
741,Electronics,132.44,6,Los Angeles,51,0,1
742,Clothing,184.56,1,Los Angeles,23,0,0
743,Clothing,96.84,5,Phoenix,34,0,1
744,Home,350.61,7,Houston,65,1,0
745,Electronics,311.96,4,Chicago,66,0,1
746,Sports,246.61,8,New York,37,0,1
747,Books,201.26,5,Los Angeles,26,0,0
748,Sports,455.44,9,Phoenix,22,0,0
749,Clothing,24.27,9,New York,40,1,0
750,Sports,386.86,9,Los Angeles,50,0,0
751,Clothing,451.94,1,Chicago,55,0,1
752,Clothing,228.71,2,Houston,31,0,1
753,Clothing,279.84,3,Phoenix,34,1,0
754,Clothing,472.79,4,Chicago,36,0,1
755,Clothing,114.02,9,Los Angeles,50,0,1
756,Home,264.87,6,Phoenix,18,0,0
757,Sports,242.61,1,New York,30,1,0
758,Home,136.61,9,Houston,63,1,1
759,Home,411.11,6,Los Angeles,44,0,0
760,Electronics,450.8,4,Houston,23,0,0
761,Electronics,393.15,4,Phoenix,23,1,1
762,Electronics,105.73,3,Chicago,50,1,1
763,Books,52.51,7,Houston,47,1,0
764,Electronics,306.67,3,New York,63,1,1
765,Sports,37.98,2,Los Angeles,52,1,0
766,Home,339.68,8,New York,40,0,0
767,Sports,269.91,4,Houston,27,0,1
768,Electronics,334.77,8,Chicago,68,0,1
769,Books,299.18,1,Chicago,36,0,0
770,Books,217.12,5,New York,68,1,0
771,Home,108.43,9,Phoenix,45,1,0
772,Sports,159.79,1,Phoenix,40,1,1
773,Clothing,267.01,4,Chicago,21,1,0
774,Sports,329.42,6,New York,37,1,1
775,Electronics,391.95,8,New York,36,0,0
776,Clothing,385.91,3,New York,59,0,1
777,Books,486.62,5,Houston,44,0,0
778,Home,150.06,7,Phoenix,51,0,1
779,Home,44.84,1,Phoenix,21,0,0
780,Books,179.37,7,Houston,55,1,0
781,Electronics,374.21,8,Los Angeles,24,1,0
782,Books,224.67,8,Houston,65,1,0
783,Electronics,410.72,9,New York,24,1,1
784,Clothing,279.17,6,Houston,67,1,1
785,Books,465.6,6,New York,69,0,1
786,Electronics,474.45,2,Chicago,43,0,1
787,Clothing,43.96,3,New York,43,0,1
788,Books,233.64,4,Phoenix,36,1,0
789,Home,308.75,4,Houston,26,1,1
790,Books,135.38,8,New York,37,1,1
791,Sports,209.47,1,Los Angeles,59,1,1
792,Books,342.06,4,Chicago,62,0,1
793,Sports,121.1,4,Los Angeles,67,1,0
794,Clothing,304.97,1,Los Angeles,33,0,0
795,Books,351.75,3,Los Angeles,34,1,0
796,Clothing,54.34,5,Chicago,39,0,0
797,Clothing,253.79,6,Chicago,30,1,1
798,Electronics,138.91,9,Chicago,29,1,1
799,Clothing,364.95,9,Chicago,27,0,0
800,Clothing,102.88,9,Los Angeles,18,0,0
801,Books,447.2,1,Phoenix,49,1,1
802,Books,221.16,9,Phoenix,47,0,1
803,Home,107.02,8,Chicago,25,1,0
804,Electronics,224.63,2,Houston,38,1,0
805,Clothing,210.28,1,New York,39,0,0
806,Electronics,220.17,1,Houston,35,1,0
807,Sports,296.93,6,Houston,19,1,1
808,Clothing,265.38,9,Houston,65,0,1
809,Electronics,83.39,7,Phoenix,61,1,1
810,Home,42.13,5,New York,26,1,0
811,Home,367.41,2,Houston,20,1,1
812,Clothing,284.26,1,Chicago,43,1,1
813,Sports,185.91,2,Phoenix,38,0,0
814,Home,406.1,1,Chicago,47,0,0
815,Home,200.15,3,Chicago,45,0,0
816,Sports,400.02,6,Houston,53,1,0
817,Electronics,159.82,8,Chicago,43,0,0
818,Home,45.69,3,New York,51,0,0
819,Books,466.99,9,Chicago,25,0,1
820,Home,203.33,5,Houston,27,1,1
821,Electronics,398.42,7,Chicago,65,0,1
822,Electronics,146.78,8,Phoenix,60,0,1
823,Clothing,326.72,3,Phoenix,67,1,1
824,Books,437.92,2,Phoenix,31,1,1
825,Electronics,30.41,2,Los Angeles,57,1,0
826,Sports,417.01,5,Phoenix,32,1,0
827,Books,289.95,1,Phoenix,34,1,0
828,Books,307.66,2,Los Angeles,35,1,1
829,Sports,266.35,9,Phoenix,49,0,1
830,Home,438.49,7,Houston,55,0,0
831,Sports,31.28,6,Phoenix,40,1,0
832,Sports,137.9,9,Phoenix,63,1,0
833,Home,439.12,7,Los Angeles,40,0,0
834,Home,378.65,5,Houston,52,1,0
835,Home,18.65,9,Chicago,56,1,1
836,Home,263.33,6,New York,32,0,1
837,Home,269.49,6,Houston,41,1,1
838,Sports,206.43,4,Chicago,45,1,0
839,Clothing,155.72,1,Houston,33,0,1
840,Clothing,344.05,5,Chicago,33,0,0
841,Electronics,111.82,9,Chicago,57,0,1
842,Clothing,401.48,8,Houston,56,0,0
843,Clothing,403.49,8,Los Angeles,23,0,0
844,Sports,213.48,5,Houston,19,1,1
845,Home,148.94,9,Houston,30,1,1
846,Home,149.1,3,Chicago,61,1,1
847,Sports,246.32,3,New York,64,1,1
848,Clothing,362.59,1,Chicago,26,1,1
849,Sports,185.85,9,Phoenix,51,0,0
850,Electronics,308.92,6,Houston,34,1,1
851,Home,197.42,2,Houston,44,1,1
852,Books,159.22,8,Los Angeles,46,1,0
853,Electronics,22.18,9,Chicago,54,1,1
854,Electronics,11.92,9,Los Angeles,60,1,0
855,Sports,121.33,2,Houston,39,0,1
856,Clothing,209.14,2,Chicago,68,1,1
857,Home,427.12,7,Chicago,41,1,0
858,Books,401.26,4,Phoenix,24,1,1
859,Electronics,140.91,1,Phoenix,51,1,1
860,Books,129.82,8,New York,65,1,1
861,Clothing,121.39,2,Phoenix,29,1,1
862,Clothing,176.23,3,Chicago,40,0,0
863,Books,254.12,5,Phoenix,32,1,0
864,Home,224.95,3,New York,50,0,1
865,Clothing,116.95,7,Houston,30,0,1
866,Books,73.92,7,Phoenix,40,1,0
867,Electronics,16.16,2,Chicago,55,1,0
868,Books,85.44,7,Houston,49,1,1
869,Books,355.62,6,Chicago,62,0,0
870,Sports,129.38,9,Houston,67,1,0
871,Clothing,239.61,9,Chicago,52,1,0
872,Home,299.74,2,Phoenix,18,1,0
873,Home,444.55,7,Phoenix,64,0,1
874,Sports,445.54,5,New York,62,0,0
875,Home,375.41,6,Houston,22,1,1
876,Books,27.23,1,New York,30,0,1
877,Sports,291.78,7,Los Angeles,22,1,0
878,Electronics,395.43,6,Phoenix,49,0,1
879,Clothing,18.47,4,Houston,68,1,1
880,Clothing,279.35,1,New York,38,0,0
881,Clothing,430.3,9,New York,41,1,0
882,Books,242.31,4,Los Angeles,35,1,0
883,Electronics,12.01,2,New York,38,0,1
884,Sports,15.4,8,Chicago,27,0,1
885,Sports,214.15,2,Phoenix,41,0,1
886,Clothing,85.95,5,New York,57,0,1
887,Electronics,335.58,6,New York,64,0,0
888,Electronics,357.31,8,Los Angeles,38,1,1
889,Electronics,97.16,1,Chicago,42,1,0
890,Home,445.38,1,New York,69,0,0
891,Home,226.53,4,Phoenix,40,1,0
892,Clothing,79.99,5,Phoenix,39,1,0
893,Electronics,384.48,9,New York,21,0,1
894,Electronics,397.09,7,Chicago,51,1,0
895,Sports,323.25,7,Phoenix,23,1,1
896,Sports,428.2,8,Phoenix,45,0,0
897,Clothing,371.31,5,Chicago,48,0,0
898,Electronics,442.28,5,Chicago,52,1,0
899,Clothing,222.61,1,New York,56,0,1
900,Sports,376.32,9,Houston,59,1,0
901,Sports,499.88,6,Los Angeles,40,0,0
902,Home,365.22,9,Houston,23,0,0
903,Clothing,65.95,3,Houston,33,0,0
904,Clothing,263.98,5,Phoenix,19,0,1
905,Electronics,297.8,2,Chicago,41,1,1
906,Electronics,95.36,5,Phoenix,34,0,0
907,Home,481.82,8,Los Angeles,62,0,0
908,Books,96.03,2,New York,18,1,1
909,Books,97.0,8,Los Angeles,23,1,1
910,Books,458.43,4,Phoenix,22,1,1
911,Clothing,237.95,1,Phoenix,62,1,0
912,Clothing,40.96,5,Phoenix,67,0,1
913,Sports,303.11,1,Phoenix,46,1,0
914,Clothing,304.89,7,Houston,29,0,1
915,Clothing,41.61,8,New York,56,1,1
916,Clothing,486.54,3,Houston,64,0,0
917,Home,276.57,3,Phoenix,20,1,1
918,Clothing,284.3,7,Chicago,65,0,0
919,Electronics,264.86,4,Houston,18,0,1
920,Electronics,309.26,3,Phoenix,44,1,0
921,Sports,139.51,8,Phoenix,65,0,1
922,Home,150.75,3,New York,41,0,1
923,Electronics,260.56,7,Los Angeles,61,0,0
924,Home,405.28,2,Houston,36,0,0
925,Home,34.43,1,Houston,25,1,0
926,Sports,305.67,6,Houston,61,0,0
927,Home,405.32,8,Phoenix,64,0,1
928,Clothing,86.89,1,New York,19,1,1
929,Home,17.36,9,Phoenix,47,1,1
930,Sports,163.23,3,Phoenix,47,1,1
931,Sports,298.19,3,Chicago,66,0,1
932,Sports,77.76,4,New York,56,0,1
933,Electronics,218.8,1,Houston,62,1,0
934,Clothing,280.64,9,Los Angeles,49,0,1
935,Electronics,303.45,3,Houston,18,1,1
936,Books,144.46,4,Phoenix,55,0,0
937,Clothing,206.01,1,New York,30,1,1
938,Home,391.39,4,New York,28,0,1
939,Sports,471.2,1,New York,27,1,1
940,Books,432.32,5,Chicago,65,0,0
941,Clothing,286.5,5,Houston,43,1,0
942,Electronics,211.04,7,Chicago,37,0,1
943,Sports,173.15,8,Los Angeles,34,0,0
944,Electronics,71.23,4,Phoenix,34,0,1
945,Clothing,62.21,7,Chicago,21,1,1
946,Clothing,347.3,4,Chicago,22,0,1
947,Books,137.3,3,Phoenix,40,0,0
948,Home,134.78,6,New York,63,0,1
949,Electronics,499.12,4,Phoenix,69,1,1
950,Books,102.08,3,Houston,27,0,1
951,Sports,82.55,9,Phoenix,63,1,1
952,Home,58.36,5,New York,45,0,1
953,Books,294.1,7,Phoenix,50,1,0
954,Electronics,317.65,6,Chicago,60,1,1
955,Clothing,188.96,5,Los Angeles,43,0,0
956,Sports,272.35,7,Chicago,67,1,1
957,Electronics,396.32,6,Los Angeles,65,1,0
958,Home,410.87,2,Phoenix,46,0,1
959,Home,479.38,3,Houston,44,1,1
960,Clothing,413.89,2,Phoenix,35,1,0
961,Clothing,286.77,3,New York,57,1,0
962,Sports,98.03,1,Phoenix,27,1,1
963,Sports,58.88,8,Los Angeles,59,0,0
964,Clothing,36.71,6,Chicago,22,1,0
965,Clothing,336.6,2,Houston,27,1,1
966,Home,405.69,8,Phoenix,67,0,1
967,Clothing,259.26,6,Phoenix,38,0,1
968,Books,36.81,7,Chicago,41,1,1
969,Electronics,272.38,1,Houston,55,0,1
970,Clothing,468.52,7,Phoenix,20,0,0
971,Sports,302.83,3,Phoenix,57,0,1
972,Books,406.62,8,Los Angeles,48,0,0
973,Sports,402.07,6,Los Angeles,58,0,1
974,Books,466.74,4,New York,54,0,1
975,Clothing,387.41,8,Chicago,19,0,0
976,Electronics,376.37,9,Houston,19,0,1
977,Sports,124.71,2,Phoenix,56,0,0
978,Books,39.36,6,Phoenix,66,1,0
979,Home,263.62,5,New York,59,1,0
980,Clothing,70.97,5,Phoenix,61,1,1
981,Electronics,481.48,3,Chicago,51,1,1
982,Clothing,152.06,8,New York,59,1,1
983,Home,427.94,8,Chicago,37,0,1
984,Electronics,199.94,5,New York,50,0,1
985,Home,168.37,8,Phoenix,21,1,1
986,Clothing,468.23,8,New York,62,1,0
987,Books,188.03,3,Los Angeles,61,0,1
988,Clothing,201.24,2,Houston,28,1,1
989,Clothing,61.98,9,Phoenix,59,0,1
990,Clothing,338.52,2,Houston,64,1,1
991,Sports,151.53,9,Phoenix,22,0,0
992,Home,296.95,4,Houston,42,1,0
993,Home,299.76,2,Los Angeles,66,0,0
994,Home,362.41,1,Houston,54,1,0
995,Sports,375.17,4,New York,51,1,0
996,Books,262.08,9,Houston,26,0,1
997,Clothing,172.19,9,Phoenix,23,0,0
998,Books,420.35,4,Chicago,35,1,0
999,Sports,161.83,9,Houston,31,1,1
1000,Home,258.68,6,Houston,36,0,1
